rank,run_tag,scenario,C09_Bias,sat_Bias,C09_MAE,sat_MAE,C09_MSE,sat_MSE,C09_Model StdDev,sat_Model StdDev,C09_Obs StdDev,sat_Obs StdDev,C09_R,sat_R,C09_RMSE,sat_RMSE,C09_Willmott Skill,sat_Willmott Skill,C09_Categorical Agreement_Count,C09_Timing Window Overlap_Count,sat_Categorical Agreement_Count,sat_Timing Window Overlap_Count,C09_Categorical Agreement_Proportion,C09_Timing Window Overlap_Proportion,sat_Categorical Agreement_Proportion,sat_Timing Window Overlap_Proportion,C09_Categorical Agreement_Total,C09_Timing Window Overlap_Total,sat_Categorical Agreement_Total,sat_Timing Window Overlap_Total,region,vars,avg_method,log_transform,mean_or_median,exclude_dec_jan,status,score
1,bt_SGC2_PP123_ann_lin_mean_exdj0,SC210,2.333333333333333,0.0714285714285714,10.794871794871796,10.5,201.1025641025641,147.92857142857142,11.458182265455653,11.876919823329445,11.695905879096149,18.926954108802995,0.2702185296573881,0.7815321528436241,14.181063574448997,12.162589010098609,0.5579656047584606,0.8322353357392844,19,14,11,3,0.4871794871794871,0.358974358974359,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,mean,0,ok,13.171826292273803
2,bt_SGC3_PP123_ann_lin_mean_exdj0,SC210,2.333333333333333,-0.1428571428571428,10.794871794871796,10.285714285714286,201.1025641025641,150.28571428571428,11.458182265455653,12.613767988081232,11.695905879096149,18.926954108802995,0.2702185296573881,0.7687675064830822,14.181063574448997,12.259107401671391,0.5579656047584606,0.8358479871093476,19,14,11,4,0.4871794871794871,0.358974358974359,0.7857142857142857,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,mean,0,ok,13.220085488060194
3,bt_SGC4_PP123_ann_lin_med_exdj0,SC210,2.333333333333333,1.5714285714285714,10.794871794871796,10.285714285714286,201.1025641025641,150.71428571428572,11.458182265455653,15.23238360218392,11.695905879096149,18.926954108802995,0.2702185296573881,0.766573324573164,14.181063574448997,12.276574673510757,0.5579656047584606,0.8643562135192472,19,14,13,5,0.4871794871794871,0.358974358974359,0.9285714285714286,0.3571428571428571,39,39,14,14,SGC4,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,13.228819123979877
4,bt_SGC2_PP123_ann_lin_med_exdj0,SC210,2.333333333333333,2.857142857142857,10.794871794871796,10.714285714285714,201.1025641025641,153.71428571428572,11.458182265455653,11.71537451385998,11.695905879096149,18.926954108802995,0.2702185296573881,0.7890644954902599,14.181063574448997,12.39815654499836,0.5579656047584606,0.8254842510823657,19,14,11,3,0.4871794871794871,0.358974358974359,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,13.289610059723678
5,bt_SGC2_PP123_all_lin_med_exdj0,SC210,2.333333333333333,2.2142857142857144,10.794871794871796,10.642857142857142,201.1025641025641,154.78571428571428,11.458182265455653,13.097748677088108,11.695905879096149,18.926954108802995,0.2702185296573881,0.7662307606455984,14.181063574448997,12.441290700153033,0.5579656047584606,0.8346600021799723,19,14,10,4,0.4871794871794871,0.358974358974359,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,13.311177137301016
6,bt_SGC4_PP123_ann_log_med_exdj0,SC210,2.333333333333333,4.357142857142857,10.794871794871796,10.357142857142858,201.1025641025641,156.5,11.458182265455653,16.74173570110681,11.695905879096149,18.926954108802995,0.2702185296573881,0.7905448604961688,14.181063574448997,12.509996003196804,0.5579656047584606,0.872279702443197,19,14,12,3,0.4871794871794871,0.358974358974359,0.8571428571428571,0.2142857142857142,39,39,14,14,SGC4,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,13.345529788822901
7,bt_SGC2_PP123_all_log_med_exdj0,SC210,2.333333333333333,3.928571428571429,10.794871794871796,10.642857142857142,201.1025641025641,157.35714285714286,11.458182265455653,12.045830847904456,11.695905879096149,18.926954108802995,0.2702185296573881,0.7925934386535091,14.181063574448997,12.544207542014874,0.5579656047584606,0.8239680769180593,19,14,10,4,0.4871794871794871,0.358974358974359,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,13.362635558231936
8,bt_SGC2_PP123_all_lin_mean_exdj0,SC210,2.333333333333333,-0.1428571428571428,10.794871794871796,11.142857142857142,201.1025641025641,158.0,11.458182265455653,11.87885275845874,11.695905879096149,18.926954108802995,0.2702185296573881,0.7591433130770562,14.181063574448997,12.569805089976535,0.5579656047584606,0.8183698058319131,19,14,11,2,0.4871794871794871,0.358974358974359,0.7857142857142857,0.1428571428571428,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,0,mean,0,ok,13.375434332212766
9,bt_SGC3_PP1_ann_lin_mean_exdj0,SC210,2.333333333333333,-2.071428571428572,10.794871794871796,10.928571428571429,201.1025641025641,159.92857142857142,11.458182265455653,11.66627793327103,11.695905879096149,18.926954108802995,0.2702185296573881,0.7669451451431849,14.181063574448997,12.646286863288031,0.5579656047584606,0.819200408694649,19,14,11,3,0.4871794871794871,0.358974358974359,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA,annual,0,mean,0,ok,13.413675218868514
10,bt_SGC4_PP123_all_log_med_exdj0,SC210,2.333333333333333,4.142857142857143,10.794871794871796,10.428571428571429,201.1025641025641,161.0,11.458182265455653,15.31655766729294,11.695905879096149,18.926954108802995,0.2702185296573881,0.77439862975765,14.181063574448997,12.68857754044952,0.5579656047584606,0.8545555586282821,19,14,10,5,0.4871794871794871,0.358974358974359,0.7142857142857143,0.3571428571428571,39,39,14,14,SGC4,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,13.434820557449259
11,bt_SGC3_PP123_all_lin_med_exdj0,SC210,2.333333333333333,3.5,10.794871794871796,11.071428571428571,201.1025641025641,164.64285714285714,11.458182265455653,12.94966708263268,11.695905879096149,18.926954108802995,0.2702185296573881,0.7620033338507487,14.181063574448997,12.831323281051612,0.5579656047584606,0.8224852536003533,19,14,10,4,0.4871794871794871,0.358974358974359,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,13.506193427750304
12,bt_SGC2_PP1_ann_lin_mean_exdj0,SC210,2.333333333333333,-2.5,10.794871794871796,10.928571428571429,201.1025641025641,164.64285714285714,11.458182265455653,12.287375302998388,11.695905879096149,18.926954108802995,0.2702185296573881,0.7542406730749139,14.181063574448997,12.831323281051612,0.5579656047584606,0.8205051188898318,19,14,11,3,0.4871794871794871,0.358974358974359,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA,annual,0,mean,0,ok,13.506193427750304
