rank,run_tag,scenario,C09_Bias,sat_Bias,C09_MAE,sat_MAE,C09_MSE,sat_MSE,C09_Model StdDev,sat_Model StdDev,C09_Obs StdDev,sat_Obs StdDev,C09_R,sat_R,C09_RMSE,sat_RMSE,C09_Willmott Skill,sat_Willmott Skill,C09_Categorical Agreement_Count,C09_Timing Window Overlap_Count,sat_Categorical Agreement_Count,sat_Timing Window Overlap_Count,C09_Categorical Agreement_Proportion,C09_Timing Window Overlap_Proportion,sat_Categorical Agreement_Proportion,sat_Timing Window Overlap_Proportion,C09_Categorical Agreement_Total,C09_Timing Window Overlap_Total,sat_Categorical Agreement_Total,sat_Timing Window Overlap_Total,region,vars,avg_method,log_transform,mean_or_median,exclude_dec_jan,status,score
1,bt_SGC2_PP123_ann_lin_med_exdj0,SC208,0.4102564102564102,0.7142857142857143,10.256410256410255,10.285714285714286,175.94871794871796,137.85714285714286,11.741798094210576,12.482027896466317,11.695905879096149,18.926954108802995,0.3600194207155556,0.7972250261345303,13.264566255581746,11.74125814626111,0.6164396257910281,0.8505327841647252,18,15,11,3,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,12.502912200921429
2,bt_SGC3_PP123_ann_lin_med_exdj0,SC208,0.4102564102564102,0.2857142857142857,10.256410256410255,9.857142857142858,175.94871794871796,139.14285714285714,11.741798094210576,13.008043037808164,11.695905879096149,18.926954108802995,0.3600194207155556,0.7887355738379377,13.264566255581746,11.795883059053152,0.6164396257910281,0.8536842589328142,18,15,11,4,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,12.530224657317449
3,bt_SGC3_PP123_ann_log_med_exdj0,SC208,0.4102564102564102,2.642857142857143,10.256410256410255,10.5,175.94871794871796,142.35714285714286,11.741798094210576,12.611947688196135,11.695905879096149,18.926954108802995,0.3600194207155556,0.7999772924610979,13.264566255581746,11.93135125864388,0.6164396257910281,0.8472132696676324,18,15,11,3,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,12.597958757112814
4,bt_SGC2_PP123_ann_log_med_exdj0,SC208,0.4102564102564102,1.5714285714285714,10.256410256410255,10.285714285714286,175.94871794871796,146.42857142857142,11.741798094210576,12.70083558234638,11.695905879096149,18.926954108802995,0.3600194207155556,0.7811983669895611,13.264566255581746,12.100767390069583,0.6164396257910281,0.8420182658024984,18,15,11,3,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,12.682666822825665
5,bt_SGC3_PP123_all_log_med_exdj0,SC208,0.4102564102564102,2.4285714285714284,10.256410256410255,10.428571428571429,175.94871794871796,147.28571428571428,11.741798094210576,13.34950125186216,11.695905879096149,18.926954108802995,0.3600194207155556,0.7817671596674586,13.264566255581746,12.13613259179852,0.6164396257910281,0.8460814273396726,18,15,10,4,0.4615384615384615,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,12.700349423690133
6,bt_SGC2_PP123_all_log_med_exdj0,SC208,0.4102564102564102,2.0,10.256410256410255,10.857142857142858,175.94871794871796,158.0,11.741798094210576,13.18336149880459,11.695905879096149,18.926954108802995,0.3600194207155556,0.7575129887770932,13.264566255581746,12.569805089976535,0.6164396257910281,0.8318040393224863,18,15,10,4,0.4615384615384615,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,12.91718567277914
7,bt_SGC2_PP123_all_lin_med_exdj0,SC208,0.4102564102564102,0.2857142857142857,10.256410256410255,11.285714285714286,175.94871794871796,162.28571428571428,11.741798094210576,12.348882457906209,11.695905879096149,18.926954108802995,0.3600194207155556,0.7455724165856628,13.264566255581746,12.739141034061689,0.6164396257910281,0.8173510587856982,18,15,11,2,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.1428571428571428,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,13.001853644821718
8,bt_SGC3_PP123_all_lin_med_exdj0,SC208,0.4102564102564102,0.9285714285714286,10.256410256410255,11.5,175.94871794871796,165.92857142857142,11.741798094210576,12.92126865572686,11.695905879096149,18.926954108802995,0.3600194207155556,0.7362652677851024,13.264566255581746,12.881326462308586,0.6164396257910281,0.8195130227410389,18,15,10,2,0.4615384615384615,0.3846153846153846,0.7142857142857143,0.1428571428571428,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,13.072946358945167
9,bt_SGC4_PP123_all_log_med_exdj0,SC208,0.4102564102564102,-1.2142857142857142,10.256410256410255,9.785714285714286,175.94871794871796,171.07142857142858,11.741798094210576,18.13723197385613,11.695905879096149,18.926954108802995,0.3600194207155556,0.7538860128976391,13.264566255581746,13.079427685163774,0.6164396257910281,0.8681444495504069,18,15,8,5,0.4615384615384615,0.3846153846153846,0.5714285714285714,0.3571428571428571,39,39,14,14,SGC4,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,13.17199697037276
10,bt_SGC4_PP123_ann_log_med_exdj0,SC208,0.4102564102564102,3.5,10.256410256410255,11.071428571428571,175.94871794871796,175.78571428571428,11.741798094210576,17.062310774909474,11.695905879096149,18.926954108802995,0.3600194207155556,0.752183033360174,13.264566255581746,13.25842050493626,0.6164396257910281,0.8580723143973231,18,15,12,4,0.4615384615384615,0.3846153846153846,0.8571428571428571,0.2857142857142857,39,39,14,14,SGC4,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,13.261493380259003
11,bt_SGC2_PP1_ann_lin_med_exdj0,SC208,0.4102564102564102,-5.071428571428571,10.256410256410255,10.785714285714286,175.94871794871796,177.07142857142858,11.741798094210576,11.330832056916243,11.695905879096149,18.926954108802995,0.3600194207155556,0.7816567575677872,13.264566255581746,13.306818874976416,0.6164396257910281,0.8068617801896227,18,15,11,5,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.3571428571428571,39,39,14,14,SGC2,PP1-DIA,annual,0,median,0,ok,13.285692565279081
12,bt_SGC3_PP1_ann_lin_med_exdj0,SC208,0.4102564102564102,-5.071428571428571,10.256410256410255,11.642857142857142,175.94871794871796,177.5,11.741798094210576,11.721252283866294,11.695905879096149,18.926954108802995,0.3600194207155556,0.7749390310713139,13.264566255581746,13.322912594474229,0.6164396257910281,0.810097364772449,18,15,11,4,0.4615384615384615,0.3846153846153846,0.7857142857142857,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA,annual,0,median,0,ok,13.293739425027987
13,bt_SGC2_PP1_ann_log_med_exdj0,SC208,0.4102564102564102,-5.928571428571429,10.256410256410255,11.214285714285714,175.94871794871796,183.92857142857144,11.741798094210576,11.713414601756956,11.695905879096149,18.926954108802995,0.3600194207155556,0.7818092406972477,13.264566255581746,13.562026818605377,0.6164396257910281,0.8069094804499196,18,15,10,5,0.4615384615384615,0.3846153846153846,0.7142857142857143,0.3571428571428571,39,39,14,14,SGC2,PP1-DIA,annual,1,median,0,ok,13.413296537093562
14,bt_SGC3_PP1_ann_log_med_exdj0,SC208,0.4102564102564102,-5.5,10.256410256410255,12.071428571428571,175.94871794871796,186.07142857142856,11.741798094210576,11.86144500265547,11.695905879096149,18.926954108802995,0.3600194207155556,0.764143594591189,13.264566255581746,13.640800144105498,0.6164396257910281,0.803637577532736,18,15,10,4,0.4615384615384615,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA,annual,1,median,0,ok,13.452683199843623
15,bt_SGC4_PP1_all_lin_mean_exdj0,SC208,0.4102564102564102,-5.5,10.256410256410255,10.785714285714286,175.94871794871796,188.2142857142857,11.741798094210576,16.758184110871845,11.695905879096149,18.926954108802995,0.3600194207155556,0.7584020826966595,13.264566255581746,13.719121171353716,0.6164396257910281,0.851078431372549,18,15,10,4,0.4615384615384615,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC4,PP1-DIA,all,0,mean,0,ok,13.49184371346773
